Timestamp,Extractor's Initials,Title,First Author Name,Article Type,"Quantitative synthesis (Computational Synthesis, Mathematical Synthesis)",Methodological,"Remote Sensing (satellite sensing, remote-collection, satellite-collection)","Monitoring (Surveying, routine observation, annual surveys)",Ecosystem Management/Conservation,Bleaching,Disease,Biodiversity of coral reef assemblage,Biodiversity of microbial community,Coral and/or Coral Reef Resilience/Tolerance/Adaptability,Coral Recovery/Restoration/Rehabilitation,Coral Cover/Mortality,"Pathogen (virus, bacteria, viral agent)","Microbiome (holobiont, symbionts)",Symbiosis,Climate Change,Anthropogenic Impacts,Habitat Range Shift (change in geographic range),Increased Sea Surface Temperature,UV Radiation,"Predation (e.g., invasive species)","Acidification (acidify, lowered pH, more acidic waters)","Calcification (calcify, calcified)",Bioerosion (biodegradation - breakdown of organic material through bacterial means),"Physical Damage - Wave Action (e.g., storms/cyclones/hurricanes)","Physical Damage - Human (e.g., boating, tourism, land development, shipwreck)","Chemical Exposure (e.g., oils, hormones, drugs, sewage exposure, increased nutrients, herbicides)","Non-chemical pollution (e.g., sedimentation, eutrophication, solids)",Fishing,Other,
7/29/2022 18:14:49,SB,Western {Indian} {Ocean} coral communities: {Bleaching} responses and susceptibility to extinction,McClanahan TR,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/29/2022 18:10:29,SB,Environmental impacts of dredging and other sediment disturbances on corals: {A} review,Erftemeijer PLA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,recruitment,
7/29/2022 18:05:17,SB,Coral reefs in the {South} {China} {Sea}: {Their} response to and records on past environmental changes,Yu KF,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,,
7/29/2022 18:01:35,SB,"Diseases in coral aquaculture: {Causes}, implications and preventions",Sheridan C,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/29/2022 15:30:29,SB,Integrated approach to understanding the onset and pathogenesis of black band disease in corals,Sato Y,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,transmission,
7/29/2022 15:27:06,SB,Is photoinhibition of zooxanthellae photosynthesis the primary cause of thermal bleaching in corals?,Smith DJ,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,metabolism; photosynthesis,
7/29/2022 15:22:09,SB,"Climate change and coral reef bleaching: {An} ecological assessment of long-term impacts, recovery trends and future outlook",Baker AC,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,Yes,Yes,Yes,Yes,Yes,Yes,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,recruitment,
7/29/2022 15:10:14,SB,Coral reefs: {Threats} and conservation in an era of global change,Riegl B,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,MPAS,
7/29/2022 15:04:44,SB,Effects of solar ultraviolet radiation on coral reef organisms,Banaszak AT,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/29/2022 14:58:55,SB,Bioindicators of changes in water quality on coral reefs: {Review} and recommendations for monitoring programmes,Cooper TF,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,recruitment; depth; growth,
7/29/2022 14:47:15,SB,"Review on coral disease: {Types}, ecological influences and the relationships with environmental factors",Huang L,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,,
7/29/2022 14:40:43,SB,The future of {Coral} reefs in an age of global change,Kleypas JA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/29/2022 14:37:16,SB,Biological and remote sensing perspectives of pigmentation in coral reef organisms,Hedley JD,Narrative Review,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,pigmentation,
7/29/2022 10:43:07,SB,Viruses of reef-building scleractinian corals,Thurber RLV,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/29/2022 10:33:12,SB,Coral reefs in crisis: {Reversing} the biotic death spiral,Hay ME,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,,
7/28/2022 22:50:34,SB,The health and future of coral reef systems,Souter DW,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/28/2022 22:44:33,SB,The current status of coral reef management in {French} {Polynesia},Hutchings P,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,MPAs,
7/28/2022 22:36:10,SB,New directions in coral reef microbial ecology,Garren M,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,,
7/28/2022 22:27:16,SB,Current status and scope of coral reef research in {India}: {A} bio-ecological perspective,De K,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 15:06:49,SB,{HURRICANES} {AND} {CORAL}-{REEFS} - {THE} {INTERMEDIATE} {DISTURBANCE} {HYPOTHESIS} {REVISITED},Rogers CS,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,life history,
7/27/2022 14:58:25,SB,Effects of ultraviolet radiation on corals and other coral reef organisms,Shick JM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/27/2022 14:51:01,SB,Coral reef disturbance and resilience in a human-dominated environment,Nyström M,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 14:44:33,SB,"Interactions between stressors on coral reefs: {Analytical} approaches, re-analysis of old data, and different conclusions",Lesser MP,"Narrative Review, Data/Quantitative Synthesis",Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 14:02:36,SB,Biology and ecology of coral mucus release,Bythell JC,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 13:55:32,SB,Multi-partner interactions in corals in the face of climate change,Sharp KH,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,larval recruitment,
7/27/2022 13:44:43,SB,Ocean acidification and coral reefs: {An} emerging big picture,Veron JEN,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 12:02:22,SB,Establishing microbial baselines to identify indicators of coral reef health,Glasl B,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 11:36:19,SB,The future of coral reefs subject to rapid climate change: {Lessons} from natural extreme environments,Camp EF,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 11:23:42,SB,Corallivory in the anthropocene: {Interactive} effects of anthropogenic stressors and corallivory on coral reefs,Rice MM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,,
7/27/2022 11:15:30,SB,Virus-host interactions and their roles in coral reef health and disease,Thurber RV,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 11:06:54,SB,"To {Understand} {Coral} {Disease}, {Look} at {Coral} {Cells}",Work T,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 10:43:44,SB,Leveraging new knowledge of {Symbiodinium} community regulation in corals for conservation and reef restoration,Quigley KM,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/27/2022 10:24:51,SB,"Distribution, uses, and anthropic pressures on reef ecosystems of {Mexico}",Santander-Monsalvo J,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,MPAs,
7/26/2022 21:38:47,SB,The {Other} {Microeukaryotes} of the {Coral} {Reef} {Microbiome},Ainsworth TD,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/25/2022 22:43:50,SB,Status of coral-{Symbiodiniaceae} research in {Western} {Indian} {Ocean},Chauka LJ,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/25/2022 22:38:30,SB,Global patterns and impacts of {El} {Niño} events on coral reefs: {A} meta-analysis,Claar DC,Meta-analysis,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/25/2022 22:34:26,SB,Words matter: {Recommendations} for clarifying coral disease nomenclature and terminology,Rogers CS,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/22/2022 15:56:00,SB,Review on hard coral recruitment ({Cnidaria}: {Scleractinia}) in {Colombia},Acosta A,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,"recruitment; reproduction, MPAs",
7/22/2022 15:28:12,SB,Coral reef recovery dynamics in a changing world,Graham NAJ,Data/Quantitative Synthesis,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,MPAs,
7/22/2022 15:07:33,SB,A critical review of environmental management of the 'not so {Great}' {Barrier} {Reef},Brodie J,"Narrative Review, Critical Review",No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,MPAs,
7/22/2022 12:25:33,SB,Coral reefs studies and threats in {Malaysia}: {A} mini review,Praveena SM,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,,
7/22/2022 12:18:54,SB,The urgent need for robust coral disease diagnostics,Pollock FJ,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/22/2022 11:58:06,SB,The scientific issues surrounding remote detection of submerged coral ecosystems,Holden H,Narrative Review,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/22/2022 11:45:23,SB,Coral evolutionary responses to microbial symbioses,van Oppen MJH,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,metabolism,
7/22/2022 11:32:23,SB,Emerging coral diseases: {A} temperature-driven process?,Miller AW,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/22/2022 11:18:54,SB,Dynamic {Stability} of {Coral} {Reefs} on the {West} {Australian} {Coast},Speed CW,"Data/Quantitative Synthesis, Meta-analysis",Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/22/2022 9:01:50,SB,Molecular toxicology of corals: {A} review,Rotchell JM,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,salinity,
7/22/2022 8:50:02,SB,Traditional vs new approaches for assessing coral health: {A} global overview and the paradigm of {French} polynesia,Hédouin L,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/22/2022 8:40:55,SB,Novel tools integrating metabolic and gene function to study the impact of the environment on coral symbiosis,Pernice M,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/21/2022 22:09:29,SB,"{CORAL} {RESPONSES} {TO} {ANTHROPOGENIC} {STRESS} {IN} {THE} {TWENTY}-{FIRST} {CENTURY}: {AN} {ECOPHYSIOLOGICAL} {PERSPECTIVE} - {OCEANOGRAPHY} {AND} {MARINE} {BIOLOGY}: {AN} {ANNUAL} {REVIEW}, {VOL} 54",Sweet MJ,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/21/2022 22:00:43,SB,What can {South} {African} reefs tell us about the future of high-latitude coral systems?,Schleyer MH,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,,
7/21/2022 21:52:56,SB,The future of resilience-based management in coral reef ecosystems,Mcleod E,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/21/2022 21:45:42,SB,Recent progress on signalling molecules of coral-associated microorganisms,Tang K,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,signaling molecules,
7/20/2022 21:49:49,SB,"Climate change, coral loss, and the curious case of the parrotfish paradigm: {Why} don't marine protected areas improve reef resilience?",Bruno JF,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,MPAs,
